.166667	.3333333	7.730899
0	.1666667	7.955369
.666667	0	8.200976
.833333	.91	6.831872
.833333	.8333333	6.978369
.833333	.8333333	6.997562
.833333	.8333333	7.055082
.833333	.8333333	7.221988
.5	.8333333	7.423547
.833333	.5	7.590337
1	.97	8.699453
1	1	8.8901
1	1	9.045475
1	1	9.206577
1	1	9.295671
1	1	9.558014
1	1	9.756508
.333333	.45	8.141539
.166667	.3333333	8.561217
.333333	.1666667	8.522073
.333333	.3333333	8.301185
.166667	.3333333	8.397391
.166667	.1666667	8.26404
.166667	.1666667	8.519805
1	1	9.275016
1	1	9.298835
1	1	9.564708
1	1	9.808449
1	1	9.857358
1	1	9.954723
1	1	9.927636
.833333	.97	8.898729
.833333	.8333333	9.086753
.833333	.8333333	9.305582
.833333	.8333333	9.34363
.833333	.8333333	9.392495
1	.8333333	9.519797
1	1	9.6899
1	.97	9.049049
1	1	9.332002
1	1	9.435337
1	1	9.631416
1	1	9.704334
1	1	9.868263
1	1	9.918014
1	.9	8.082705
1	1	8.260118
.833333	1	8.284571
.833333	.8333333	8.146678
.833333	.8333333	8.100238
.833333	.8333333	8.318845
.833333	.8333333	8.244399
.166667	.31	7.919852
.166667	.1666667	7.708977
.166667	.1666667	7.765361
.333333	.1666667	8.306857
.333333	.3333333	8.400855
.5	.3333333	8.148808
.5	.5	8.230902
.833333	1	8.830431
.833333	.8333333	9.347801
1	.8333333	9.485228
1	1	9.656223
1	1	9.783747
1	1	10.00876
1	1	10.05485
.333333	.58	6.741649
.333333	.3333333	6.710691
.333333	.3333333	7.036955
.166667	.3333333	7.12166
.166667	.1666667	7.04774
0	.1666667	7.197484
.166667	0	7.133424
.333333	.53	7.497014
.333333	.3333333	7.906761
.333333	.3333333	8.204275
.5	.3333333	8.47425
.833333	.5	8.790099
.833333	.8333333	9.205568
.833333	.8333333	9.514257
.833333	.86	7.233606
.833333	.8333333	7.3508
.833333	.8333333	7.41386
.666667	.8333333	7.489711
.5	.6666667	7.723791
.5	.5	7.830053
.666667	.5	8.028013
.833333	.98	9.481506
.833333	.8333333	9.623864
1	.8333333	9.696674
1	1	9.790245
1	1	9.905174
1	1	10.19956
1	1	10.44502
.333333	.32	7.585205
.333333	.3333333	7.723347
.5	.3333333	7.836394
.5	.5	8.00448
.5	.5	8.051818
.333333	.5	8.174837
.333333	.3333333	8.140558
.333333	.83	7.029944
.333333	.3333333	7.149919
.166667	.3333333	7.074652
.333333	.1666667	6.990982
.5	.3333333	6.863005
.833333	.5	6.803911
.833333	.8333333	6.708395
.333333	.75	8.469162
.5	.3333333	8.616492
.666667	.5	8.774226
.5	.6666667	8.943083
.5	.5	8.945503
.5	.5	8.900249
.833333	.5	8.878354
0	.37	6.657802
0	0	6.66431
0	0	6.740712
0	0	6.850566
.166667	0	6.755792
.833333	.1666667	6.626314
.833333	.8333333	6.69913
.166667	.59	7.438795
.166667	.1666667	7.53964
0	.1666667	7.490358
0	0	7.545162
0	0	7.313798
.166667	0	7.166897
.166667	.1666667	7.139542
0	.58	6.17475
0	0	6.120677
.166667	0	6.389271
.166667	.1666667	6.482756
0	.1666667	6.476879
.833333	0	6.430699
.666667	.8333333	6.51129
.833333	.8	7.823121
.666667	.8333333	7.966764
.666667	.6666667	8.186017
.666667	.6666667	8.492172
.333333	.6666667	8.603088
.5	.3333333	8.783339
.333333	.5	9.071631
.166667	.16	7.466524
0	.1666667	7.325603
0	0	7.056677
0	0	7.032337
.166667	0	6.7974
.666667	.1666667	6.85442
.5	.6666667	6.716748
.166667	.49	6.969365
.166667	.1666667	7.015095
.833333	.1666667	6.97206
0	.8333333	7.102584
.333333	0	6.935002
0	.3333333	6.998362
.5	0	6.830782
.5	.55	8.247722
.333333	.5	8.28903
.333333	.3333333	8.372661
.333333	.3333333	8.01919
.666667	.3333333	8.002988
.5	.6666667	7.718805
.666667	.5	7.506292
1	1	9.300868
1	1	9.496997
1	1	9.601299
1	1	9.694074
1	1	9.730054
1	1	9.877166
1	1	9.94662
1	1	9.190365
1	1	9.322586
1	1	9.54068
1	1	9.730227
1	1	9.867865
1	1	9.925536
1	1	10.0813
.166667	.29	6.651843
.166667	.1666667	6.704073
.666667	.1666667	6.784991
.666667	.6666667	6.756389
.5	.6666667	6.908319
.666667	.5	6.99108
.666667	.6666667	7.124873
1	1	9.511593
1	1	9.52262
1	1	9.628115
1	1	9.563643
1	1	9.69045
1	1	9.690828
1	1	9.76537
0	.77	8.008891
0	0	8.249015
.5	0	8.346293
.166667	.5	8.583906
.5	.1666667	8.673018
.833333	.5	8.514949
1	.8333333	8.634871
0	.87	8.306534
.166667	0	8.452364
.833333	.1666667	8.582943
.833333	.8333333	8.497258
.666667	.8333333	8.382646
.333333	.6666667	8.184428
.666667	.3333333	8.395685
.5	.93	7.700883
.333333	.5	7.781599
.333333	.3333333	7.935596
.5	.3333333	8.098315
.666667	.5	7.923011
.833333	.6666667	8.00947
.833333	.8333333	8.0161
.333333	.39	8.423364
.333333	.3333333	8.747725
.833333	.3333333	8.914448
1	.8333333	9.10981
1	1	9.128251
1	1	9.417906
1	1	9.47473
.5	.45	7.851269
.333333	.5	7.963511
.333333	.3333333	8.101874
.333333	.3333333	8.408973
.5	.3333333	8.376948
.5	.5	8.509608
.5	.5	8.587156
0	.21	7.315963
0	0	7.628484
0	0	8.031935
0	0	7.664037
.166667	0	8.659968
.5	.1666667	8.474678
.833333	.5	8.46146
0	.3	6.600103
0	0	6.787419
.166667	0	6.752532
.166667	.1666667	7.00038
.166667	.1666667	6.978871
0	.1666667	6.972079
0	0	6.607646
.333333	.77	8.034787
.333333	.3333333	8.571418
.333333	.3333333	8.972173
.5	.3333333	9.34695
.5	.5	9.512479
.333333	.5	9.79439
.333333	.3333333	10.02757
.5	.75	7.128407
.166667	.5	7.310796
.333333	.1666667	7.255608
.333333	.3333333	7.119874
.166667	.3333333	7.098263
0	.1666667	7.157906
.5	0	6.789893
.833333	.72	8.268486
.833333	.8333333	8.328597
.166667	.8333333	8.403013
.833333	.1666667	8.332961
.666667	.8333333	8.193586
.666667	.6666667	8.167508
.833333	.6666667	8.338053
1	1	9.447625
.833333	1	9.604271
1	.8333333	9.708359
1	1	9.75062
1	1	9.836894
1	1	9.942073
1	1	9.93772
0	.2	7.606903
.166667	0	7.405792
.333333	.1666667	7.845409
.166667	.3333333	8.003003
0	.1666667	8.029099
0	0	8.043781
0	0	8.275031
.166667	.48	7.094266
0	.1666667	7.073476
.166667	0	6.977922
0	.1666667	7.398462
0	0	6.937676
.166667	0	6.816232
.166667	.1666667	6.796316
0	.45	7.017609
0	0	7.242382
0	0	7.054319
.166667	0	7.228293
.166667	.1666667	7.168874
.166667	.1666667	7.084732
.333333	.1666667	6.781268
0	.17	7.206482
.833333	0	7.507953
.666667	.8333333	7.638207
.666667	.6666667	7.91223
.833333	.6666667	8.092428
.666667	.8333333	8.483225
.833333	.6666667	8.819564
.833333	.85	8.62865
.833333	.8333333	8.792037
.833333	.8333333	8.900778
1	.8333333	9.168795
1	1	9.203589
1	1	9.078541
.833333	1	9.126772
.166667	.64	7.683999
.166667	.1666667	7.851063
.166667	.1666667	8.194864
.333333	.1666667	8.3811
.333333	.3333333	8.475858
.166667	.3333333	8.504511
.166667	.1666667	8.614884
.666667	.76	8.013696
.833333	.6666667	8.19382
.333333	.8333333	8.375748
.666667	.3333333	8.359807
.833333	.6666667	8.494387
.333333	.8333333	8.655212
.5	.3333333	8.717897
.166667	.23	7.585199
.166667	.1666667	7.93372
.333333	.1666667	8.273167
.333333	.3333333	8.677489
.666667	.3333333	8.924109
.666667	.6666667	9.303891
1	.6666667	9.601359
.166667	.63	6.185551
.166667	.1666667	6.336952
.166667	.1666667	6.359638
.166667	.1666667	6.40638
.166667	.1666667	6.449449
.333333	.1666667	6.201927
.5	.3333333	6.14666
0	.69	6.36559
0	0	6.409434
.333333	0	6.425271
.333333	.3333333	6.093689
.166667	.3333333	6.474236
.333333	.1666667	6.53124
.166667	.3333333	6.692755
.666667	1	8.622192
.333333	.6666667	8.721114
.333333	.3333333	8.779673
.833333	.3333333	8.990587
1	.8333333	8.731979
.833333	1	8.890516
1	.8333333	9.081685
1	.92	9.594625
1	1	9.70207
1	1	9.800418
1	1	9.96813
1	1	10.07001
1	1	10.18331
1	1	10.25446
.833333	.73	9.203649
.833333	.8333333	9.261748
1	.8333333	9.01757
1	1	8.983068
1	1	8.825475
.666667	1	8.84677
.666667	.6666667	8.866961
.833333	.59	8.682797
.5	.8333333	8.836061
.333333	.5	8.930145
.333333	.3333333	8.980937
.333333	.3333333	8.966209
1	.3333333	8.960091
1	1	8.884942
0	.38	6.854628
0	0	6.96187
.166667	0	6.868011
0	.1666667	6.583971
.166667	0	6.466287
0	.1666667	6.349827
0	0	5.773925
.333333	.67	7.288107
.333333	.3333333	7.196794
.333333	.3333333	7.210035
.333333	.3333333	7.122066
.166667	.3333333	6.995224
.666667	.1666667	6.928319
.333333	.6666667	6.702427
