.166667	.53	9.01616
.833333	.1666667	9.13399
.166667	.8333333	9.20284
.833333	.1666667	9.271142
1	.8333333	9.065316
.833333	1	8.884429
1	.8333333	9.236609
1	1	9.420744
1	1	9.603759
1	1	9.657485
1	1	9.748026
1	1	9.820157
1	1	9.906652
1	1	10.01196
1	.97	9.080444
1	1	9.321485
1	1	9.49425
1	1	9.666615
1	1	9.726995
1	1	9.894085
1	1	9.953502
0	.58	6.400949
0	0	6.743066
0	0	6.644792
0	0	6.623969
0	0	6.609796
.166667	0	6.719303
.166667	.1666667	6.541517
1	1	9.188131
1	1	9.404516
1	1	9.550781
1	1	9.700546
1	1	9.737533
1	1	9.897312
1	1	9.948232
0	.25	7.013138
0	0	6.997882
0	0	6.887999
0	0	6.907778
.166667	0	7.066224
.833333	.1666667	6.90776
.833333	.8333333	6.971512
.666667	.07	6.438499
.166667	.6666667	6.50586
.166667	.1666667	6.581646
0	.1666667	6.639576
.166667	0	6.71311
.333333	.1666667	6.739776
.5	.3333333	6.770059
.333333	.36	7.898943
.166667	.3333333	7.823202
0	.1666667	7.980182
.833333	0	8.023971
.833333	.8333333	7.840896
.833333	.8333333	7.802203
1	.8333333	7.868782
.333333	.61	7.952501
.5	.3333333	8.194207
.5	.5	8.54979
.666667	.5	8.760891
.833333	.6666667	8.724344
.833333	.8333333	8.735161
.666667	.8333333	8.819525
0	.34	7.661548
0	0	7.714268
0	0	7.544977
0	0	7.493813
.166667	0	7.350046
.666667	.1666667	7.231359
.666667	.6666667	6.997157
1	1	9.429002
1	1	9.554069
1	1	9.719351
1	1	9.851376
1	1	9.937892
1	1	10.01457
1	1	10.04093
1	1	9.781814
1	1	9.933574
1	1	9.923444
1	1	10.01333
1	1	10.05375
1	1	10.17087
1	1	10.1079
1	.97	8.318665
0	1	8.475132
.166667	0	8.336102
.166667	.1666667	8.59636
.833333	.1666667	8.514451
.833333	.8333333	8.723846
.833333	.8333333	9.046407
0	.16	6.643185
0	0	6.702918
.166667	0	6.810732
.166667	.1666667	6.974238
0	.1666667	7.29593
0	0	7.48804
0	0	7.943825
.166667	.41	7.517912
.166667	.1666667	7.779274
.166667	.1666667	7.91229
.166667	.1666667	7.834884
.166667	.1666667	7.750678
.166667	.1666667	7.660792
.166667	.1666667	7.564293
.166667	.56	7.43674
.166667	.1666667	7.365277
.166667	.1666667	7.550082
.166667	.1666667	7.662082
.166667	.1666667	7.935494
0	.1666667	7.725914
0	0	7.525447
0	.46	6.680865
.333333	0	6.83407
0	.3333333	7.08902
0	0	7.354609
.166667	0	7.680787
.5	.1666667	7.646156
.166667	.5	7.473289
.833333	.71	7.917769
.833333	.8333333	8.058127
.833333	.8333333	8.220092
.833333	.8333333	8.369085
.666667	.8333333	8.377017
.5	.6666667	8.504004
.5	.5	8.608838
1	.9	8.222897
1	1	8.33831
1	1	8.483473
1	1	8.597603
1	1	8.443103
1	1	8.503364
1	1	8.581841
.833333	.87	8.290691
.5	.8333333	8.570662
.666667	.5	8.415262
1	.6666667	8.957566
1	1	9.16623
1	1	9.465647
1	1	9.68425
1	1	9.532278
1	1	9.682693
1	1	9.717537
1	1	9.814511
1	1	9.913645
1	1	9.989904
1	1	10.07164
.666667	.39	7.44714
.5	.6666667	7.609761
.833333	.5	7.854886
1	.8333333	7.978275
.833333	1	8.036067
.5	.8333333	8.058249
.833333	.5	8.221441
.166667	.27	8.104171
0	.1666667	8.141255
.166667	0	8.206531
.166667	.1666667	8.469116
.5	.1666667	8.612084
.166667	.5	8.510196
.166667	.1666667	8.43754
0	.45	7.652979
0	0	7.737057
.833333	0	8.160672
.833333	.8333333	8.352687
.833333	.8333333	8.276384
.833333	.8333333	8.235887
.666667	.8333333	8.264271
.166667	.39	7.471501
.166667	.1666667	7.585579
.333333	.1666667	7.43298
.5	.3333333	7.793143
.333333	.5	7.925966
.166667	.3333333	8.084625
.166667	.1666667	8.190038
.333333	.1	8.850598
.333333	.3333333	9.11336
.833333	.3333333	9.32349
1	.8333333	9.350207
1	1	9.373483
1	1	9.58033
1	1	9.699554
.833333	.97	9.128719
.833333	.8333333	9.3424
.833333	.8333333	9.541437
.833333	.8333333	9.651776
1	.8333333	9.763481
1	1	9.91692
1	1	9.84103
1	.91	9.192188
1	1	9.420286
1	1	9.545926
1	1	9.693839
1	1	9.755048
1	1	9.904653
1	1	9.909256
.166667	.45	8.600772
.166667	.1666667	8.833056
.166667	.1666667	8.955916
.166667	.1666667	9.111508
.5	.1666667	8.861986
.333333	.5	9.111217
.333333	.3333333	9.095333
1	.99	9.294972
1	1	9.399695
1	1	9.485318
1	1	9.569088
1	1	9.667117
1	1	9.815904
1	1	9.883865
.166667	.24	6.712244
0	.1666667	7.156179
.833333	0	7.078761
0	.8333333	7.09344
.166667	0	7.028491
.5	.1666667	7.074324
.833333	.5	7.149208
0	.37	7.944034
0	0	7.732884
0	0	7.788236
0	0	7.86262
.166667	0	7.728806
.166667	.1666667	7.7977
.166667	.1666667	7.873855
.166667	.83	8.72038
.833333	.1666667	9.040845
.833333	.8333333	9.249929
.833333	.8333333	9.380486
1	.8333333	9.349674
1	1	9.390127
1	1	9.431264
.833333	.4	7.845412
.5	.8333333	8.003448
.333333	.5	8.142745
.5	.3333333	8.308284
.666667	.5	8.182334
.5	.6666667	8.188078
.666667	.5	8.235296
0	.5	7.488313
.166667	0	7.528791
.5	.1666667	7.593008
.833333	.5	7.731841
.833333	.8333333	7.725555
.666667	.8333333	7.707236
.666667	.6666667	7.626646
.333333	.1	6.797702
.333333	.3333333	6.991541
.333333	.3333333	7.256683
.333333	.3333333	7.54732
